DEBUG 2019-01-06 09:22:46,658 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2019-01-06 09:22:46,829 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2019-01-06 09:22:46,848 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: MyFirstBoilerPlate.Web.Host.Startup.MyFirstBoilerPlateWebHostModule, MyFirstBoilerPlate.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,852 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: MyFirstBoilerPlate.MyFirstBoilerPlateWebCoreModule, MyFirstBoilerPlate.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,852 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: MyFirstBoilerPlate.MyFirstBoilerPlateApplicationModule, MyFirstBoilerPlate.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,852 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: MyFirstBoilerPlate.MyFirstBoilerPlateCoreModule, MyFirstBoilerPlate.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,852 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,853 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,853 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,854 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,855 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: MyFirstBoilerPlate.EntityFrameworkCore.MyFirstBoilerPlateEntityFrameworkModule, MyFirstBoilerPlate.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,855 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,856 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,856 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,856 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,857 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,857 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=4.0.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-01-06 09:22:46,861 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2019-01-06 09:22:46,970 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-01-06 09:22:46,970 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
